id,formula,elements,family,family_reason,metal_sub_family,metal_supplier,alloy_validation,batch_size_g,max_workshop_g,scale_limit_reason,ingredients,firing_schedule,estimated_cost_eur,confidence,confidence_reason,warnings,safety_flags,db_temp_c,crystal_system,space_group,bandgap_ev
La1O14W2Y5,La1O14W2Y5,"{""La"": 1, ""O"": 14, ""W"": 2, ""Y"": 5}",heavy_oxide_ceramic,heavy-element oxide ceramic,,,,200,500,WO3 volatility; dense ceramic heavy at scale,"[{""element"": ""La"", ""precursor"": ""La2O3"", ""name"": ""lanthanum oxide"", ""mass_g"": 27.7, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich""}, {""element"": ""W"", ""precursor"": ""WO3"", ""name"": ""tungsten trioxide (yellow)"", ""mass_g"": 78.9, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich €40/100g; tungsten dust""}, {""element"": ""Y"", ""precursor"": ""Y2O3"", ""name"": ""yttrium oxide"", ""mass_g"": 96.1, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich ~€10-30/kg""}]","{""calcine_c"": 900, ""calcine_h"": 4, ""sinter_c"": 1250, ""sinter_range_c"": [1100, 1400], ""sinter_h"": 4, ""ramp_to_sinter"": ""3°C/min"", ""cool_rate"": ""3°C/min"", ""moo3_saggar_note"": ""MoO3 sublimes from ~650°C (vapor pressure significant); near-complete loss by 800°C. Closed alumina saggar with fiber gasket MANDATORY above 600°C."", ""wo3_saggar_note"": ""WO3 measurable vapor at 900°C; significant mass loss above 1000°C. Saggar recommended."", ""bi2o3_flux_opportunity"": ""Bi2O3 melts at 825°C and acts as powerful liquid-phase sintering aid. 1-5 wt% Bi2O3 lowers ZrO2 sintering from 1400-1500°C to ~900°C — enables heavy oxide ceramics in standard ABK kiln."", ""zro2_transformation_hazard"": ""ZrO2 monoclinic↔tetragonal transformation at ~1170°C causes 3.5% volume change. Pure ZrO2 cracks on cooling — must be stabilized (3 mol% Y2O3) OR use Bi2O3 liquid-phase sintering route below 1170°C."", ""why"": ""heavy-element oxides need longer holds; volatility-critical species (Mo, W, Bi) require saggar above 650°C""}",35.83,MEDIUM,standard template applied,[],La2O3: MODERATE — Sigma-Aldrich; WO3: MODERATE — Sigma-Aldrich €40/100g; tungsten dust; Y2O3: MODERATE — Sigma-Aldrich ~€10-30/kg,1200,monoclinic,C2,2.425
Mo1Nb8Si16Ti11,Mo1Nb8Si16Ti11,"{""Mo"": 1, ""Nb"": 8, ""Si"": 16, ""Ti"": 11}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Mo"", ""precursor"": ""Mo"", ""name"": ""molybdenum powder"", ""mass_g"": 10.6, ""safety"": ""SAFE"", ""supplier"": """"}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 49.5, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Ti"", ""precursor"": ""Ti"", ""name"": ""titanium powder"", ""mass_g"": 58.0, ""safety"": ""MODERATE"", ""supplier"": ""dust flammable""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",3.84,MEDIUM,standard template applied,no precursor data for element Nb,Ti: MODERATE — dust flammable,1200,monoclinic,Pm,0.0078
As4Ce2Nb2Ni4,As4Ce2Nb2Ni4,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
Al8Ce1Ru8Tb5Y2,Al8Ce1Ru8Tb5Y2,"{""Al"": 8, ""Ce"": 1, ""Ru"": 8, ""Tb"": 5, ""Y"": 2}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Al"", ""precursor"": ""Al"", ""name"": ""aluminum powder"", ""mass_g"": 20.3, ""safety"": ""MODERATE"", ""supplier"": ""dust explosion hazard, no open flame""}, {""element"": ""Ce"", ""precursor"": ""Ce"", ""name"": ""cerium metal"", ""mass_g"": 13.2, ""safety"": ""MODERATE"", ""supplier"": ""pyrophoric""}, {""element"": ""Tb"", ""precursor"": ""Tb"", ""name"": ""terbium metal"", ""mass_g"": 74.7, ""safety"": ""DANGEROUS"", ""supplier"": ""EXTREME COST""}, {""element"": ""Y"", ""precursor"": ""Y"", ""name"": ""yttrium metal"", ""mass_g"": 16.7, ""safety"": ""MODERATE"", ""supplier"": """"}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",5.39,MEDIUM,"5 elements, 1 rare; template applicable",no precursor data for element Ru,"Al: MODERATE — dust explosion hazard, no open flame; Ce: MODERATE — pyrophoric; Tb: DANGEROUS — EXTREME COST; Y: MODERATE — ",1200,monoclinic,Pm,0.0147
Co4Ga6Zn2,Co4Ga6Zn2,"{""Co"": 4, ""Ga"": 6, ""Zn"": 2}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Co"", ""precursor"": ""Co"", ""name"": ""cobalt powder"", ""mass_g"": 60.1, ""safety"": ""MODERATE"", ""supplier"": ""IARC 2B, N95""}, {""element"": ""Ga"", ""precursor"": ""Ga"", ""name"": ""gallium metal"", ""mass_g"": 106.6, ""safety"": ""DANGEROUS"", ""supplier"": ""EXPENSIVE, China controlled""}, {""element"": ""Zn"", ""precursor"": ""Zn"", ""name"": ""zinc ingot/powder"", ""mass_g"": 33.3, ""safety"": ""MODERATE"", ""supplier"": ""evaporates >907°C""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",8.5,MEDIUM,"3 elements, 1 rare; template applicable",[],"Co: MODERATE — IARC 2B, N95; Ga: DANGEROUS — EXPENSIVE, China controlled; Zn: MODERATE — evaporates >907°C",800,orthorhombic,Cmcm,0.0041
Al3Eu1Ga1,Al3Eu1Ga1,"{""Al"": 3, ""Eu"": 1, ""Ga"": 1}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Al"", ""precursor"": ""Al"", ""name"": ""aluminum powder"", ""mass_g"": 53.5, ""safety"": ""MODERATE"", ""supplier"": ""dust explosion hazard, no open flame""}, {""element"": ""Eu"", ""precursor"": ""Eu"", ""name"": ""europium metal"", ""mass_g"": 100.4, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Ga"", ""precursor"": ""Ga"", ""name"": ""gallium metal"", ""mass_g"": 46.1, ""safety"": ""DANGEROUS"", ""supplier"": ""EXPENSIVE, China controlled""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",7.75,MEDIUM,"3 elements, 2 rare; template applicable",[],"Al: MODERATE — dust explosion hazard, no open flame; Eu: DANGEROUS — expensive; Ga: DANGEROUS — EXPENSIVE, China controlled",660,tetragonal,I4mm,0.002
Er1Ga16Sc12Y7,Er1Ga16Sc12Y7,"{""Er"": 1, ""Ga"": 16, ""Sc"": 12, ""Y"": 7}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 13.7, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""Ga"", ""precursor"": ""Ga"", ""name"": ""gallium metal"", ""mass_g"": 91.3, ""safety"": ""DANGEROUS"", ""supplier"": ""EXPENSIVE, China controlled""}, {""element"": ""Sc"", ""precursor"": ""Sc"", ""name"": ""scandium metal"", ""mass_g"": 44.1, ""safety"": ""DANGEROUS"", ""supplier"": ""extremely expensive""}, {""element"": ""Y"", ""precursor"": ""Y"", ""name"": ""yttrium metal"", ""mass_g"": 50.9, ""safety"": ""MODERATE"", ""supplier"": """"}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",10.0,LOW,"3 rare elements, speculative composition",[],"Er: MODERATE — Sigma; expensive; Ga: DANGEROUS — EXPENSIVE, China controlled; Sc: DANGEROUS — extremely expensive; Y: MODERATE — ",1000,triclinic,P1,0.0014
Co16P12Sc7Ti1,Co16P12Sc7Ti1,"{""Co"": 16, ""P"": 12, ""Sc"": 7, ""Ti"": 1}",metal_pm_only,"Fe/Ni/Co-dominant, needs PM sintering (mp > kiln)",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Co"", ""precursor"": ""Co"", ""name"": ""cobalt powder"", ""mass_g"": 112.4, ""safety"": ""MODERATE"", ""supplier"": ""IARC 2B, N95""}, {""element"": ""P"", ""precursor"": ""Fe3P"", ""name"": ""ferrophosphorus (liquid-phase sintering aid)"", ""mass_g"": 284.0, ""safety"": ""SAFE"", ""supplier"": ""never use elemental P — flammable""}, {""element"": ""Sc"", ""precursor"": ""Sc"", ""name"": ""scandium metal"", ""mass_g"": 37.5, ""safety"": ""DANGEROUS"", ""supplier"": ""extremely expensive""}, {""element"": ""Ti"", ""precursor"": ""Ti"", ""name"": ""titanium powder"", ""mass_g"": 5.7, ""safety"": ""MODERATE"", ""supplier"": ""dust flammable""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",10.56,MEDIUM,"4 elements, 1 rare; template applicable",[],"Co: MODERATE — IARC 2B, N95; Sc: DANGEROUS — extremely expensive; Ti: MODERATE — dust flammable",1200,orthorhombic,Amm2,0.0026
B6Be2Co12Er3Y1,B6Be2Co12Er3Y1,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
Ga20Sc2Tb8Tm2,Ga20Sc2Tb8Tm2,"{""Ga"": 20, ""Sc"": 2, ""Tb"": 8, ""Tm"": 2}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Ga"", ""precursor"": ""Ga"", ""name"": ""gallium metal"", ""mass_g"": 90.1, ""safety"": ""DANGEROUS"", ""supplier"": ""EXPENSIVE, China controlled""}, {""element"": ""Sc"", ""precursor"": ""Sc"", ""name"": ""scandium metal"", ""mass_g"": 5.8, ""safety"": ""DANGEROUS"", ""supplier"": ""extremely expensive""}, {""element"": ""Tb"", ""precursor"": ""Tb"", ""name"": ""terbium metal"", ""mass_g"": 82.2, ""safety"": ""DANGEROUS"", ""supplier"": ""EXTREME COST""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 21.8, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",10.0,LOW,"4 rare elements, speculative composition",[],"Ga: DANGEROUS — EXPENSIVE, China controlled; Sc: DANGEROUS — extremely expensive; Tb: DANGEROUS — EXTREME COST; Tm: DANGEROUS — expensive",800,orthorhombic,Pmc2_1,
C4Co4Mo1Ni4W15,C4Co4Mo1Ni4W15,,excluded_refractory,"tungsten/molybdenum dominant, beyond workshop",,,,,,,,,,EXCLUDED,,,,,,,
Cu6Er3Sm1Zn28,Cu6Er3Sm1Zn28,"{""Cu"": 6, ""Er"": 3, ""Sm"": 1, ""Zn"": 28}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Cu"", ""precursor"": ""Cu"", ""name"": ""copper shot/powder"", ""mass_g"": 26.6, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 35.0, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""Sm"", ""precursor"": ""Sm"", ""name"": ""samarium metal"", ""mass_g"": 10.5, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Zn"", ""precursor"": ""Zn"", ""name"": ""zinc ingot/powder"", ""mass_g"": 127.8, ""safety"": ""MODERATE"", ""supplier"": ""evaporates >907°C""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",3.71,MEDIUM,"4 elements, 2 rare; template applicable",[],Er: MODERATE — Sigma; expensive; Sm: DANGEROUS — expensive; Zn: MODERATE — evaporates >907°C,1200,hexagonal,P-6m2,
Li4P1Sc8Si15Tm8,Li4P1Sc8Si15Tm8,"{""Li"": 4, ""P"": 1, ""Sc"": 8, ""Si"": 15, ""Tm"": 8}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Li"", ""precursor"": ""Li2CO3"", ""name"": ""lithium carbonate (NEVER elemental Li)"", ""mass_g"": 13.5, ""safety"": ""SAFE"", ""supplier"": ""laborladen; NEVER use Li metal""}, {""element"": ""P"", ""precursor"": ""Fe3P"", ""name"": ""ferrophosphorus (liquid-phase sintering aid)"", ""mass_g"": 18.1, ""safety"": ""SAFE"", ""supplier"": ""never use elemental P — flammable""}, {""element"": ""Sc"", ""precursor"": ""Sc"", ""name"": ""scandium metal"", ""mass_g"": 32.8, ""safety"": ""DANGEROUS"", ""supplier"": ""extremely expensive""}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 38.5, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 123.4, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",9.98,MEDIUM,"5 elements, 2 rare; template applicable",[],Sc: DANGEROUS — extremely expensive; Tm: DANGEROUS — expensive,800,monoclinic,Pm,0.0035
Ba1Cr1Fe1Mn2Sb12,Ba1Cr1Fe1Mn2Sb12,"{""Ba"": 1, ""Cr"": 1, ""Fe"": 1, ""Mn"": 2, ""Sb"": 12}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Ba"", ""precursor"": ""BaCO3"", ""name"": ""barium carbonate (NEVER Ba metal)"", ""mass_g"": 21.7, ""safety"": ""DANGEROUS"", ""supplier"": ""toxic N95; use only in enclosed forms""}, {""element"": ""Cr"", ""precursor"": ""Cr"", ""name"": ""chromium metal"", ""mass_g"": 5.7, ""safety"": ""SAFE"", ""supplier"": """"}, {""element"": ""Fe"", ""precursor"": ""Fe"", ""name"": ""iron powder -325 mesh"", ""mass_g"": 6.1, ""safety"": ""MODERATE"", ""supplier"": ""metal supplier; dust N95""}, {""element"": ""Mn"", ""precursor"": ""Mn"", ""name"": ""manganese flakes"", ""mass_g"": 12.1, ""safety"": ""MODERATE"", ""supplier"": ""neurotoxic dust, N95""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",0.8,MEDIUM,"5 elements, 0 rare; template applicable",no precursor data for element Sb,"BaCO3: DANGEROUS — toxic N95; use only in enclosed forms; Fe: MODERATE — metal supplier; dust N95; Mn: MODERATE — neurotoxic dust, N95",1000,triclinic,P-1,0.0007
As16Ba8Ca4Na8,As16Ba8Ca4Na8,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
Bi10Ce6Tm1Y1,Bi10Ce6Tm1Y1,"{""Bi"": 10, ""Ce"": 6, ""Tm"": 1, ""Y"": 1}",metal_meltable,low-melting Sn/Bi/Pb alloy,low_melt_fusible,RotoMetals fusible alloy,IN_RANGE: stove-top melt feasible,500,5000,ABK foundry handles 2-5kg pours; industry higher,"[{""element"": ""Bi"", ""precursor"": ""Bi"", ""name"": ""bismuth metal"", ""mass_g"": 327.7, ""safety"": ""SAFE"", ""supplier"": ""low-temp alloy use""}, {""element"": ""Ce"", ""precursor"": ""Ce"", ""name"": ""cerium metal"", ""mass_g"": 131.8, ""safety"": ""MODERATE"", ""supplier"": ""pyrophoric""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 26.5, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Y"", ""precursor"": ""Y"", ""name"": ""yttrium metal"", ""mass_g"": 13.9, ""safety"": ""MODERATE"", ""supplier"": """"}]","{""melt_c_range_cu"": [971, 1100], ""melt_c_range_al"": [660, 800], ""pour_c"": ""liquidus + 100°C"", ""why"": ""lost-wax or sand casting""}",18.44,MEDIUM,"4 elements, 1 rare; template applicable",[],Ce: MODERATE — pyrophoric; Tm: DANGEROUS — expensive; Y: MODERATE — ,1200,trigonal,P-31m,0.0007
Al3Fe1Mo1V11,Al3Fe1Mo1V11,"{""Al"": 3, ""Fe"": 1, ""Mo"": 1, ""V"": 11}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Al"", ""precursor"": ""Al"", ""name"": ""aluminum powder"", ""mass_g"": 20.4, ""safety"": ""MODERATE"", ""supplier"": ""dust explosion hazard, no open flame""}, {""element"": ""Fe"", ""precursor"": ""Fe"", ""name"": ""iron powder -325 mesh"", ""mass_g"": 14.1, ""safety"": ""MODERATE"", ""supplier"": ""metal supplier; dust N95""}, {""element"": ""Mo"", ""precursor"": ""Mo"", ""name"": ""molybdenum powder"", ""mass_g"": 24.2, ""safety"": ""SAFE"", ""supplier"": """"}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",1.51,MEDIUM,standard template applied,no precursor data for element V,"Al: MODERATE — dust explosion hazard, no open flame; Fe: MODERATE — metal supplier; dust N95",1500,orthorhombic,Pmm2,0.0003
Er1Ni1Ru3Sn6,Er1Ni1Ru3Sn6,"{""Er"": 1, ""Ni"": 1, ""Ru"": 3, ""Sn"": 6}",metal_pm_only,"metallic composition, PM approach",low_melt_fusible,RotoMetals fusible alloy,IN_RANGE: stove-top melt feasible,200,500,die press size; larger compacts crack,"[{""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 27.0, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""Ni"", ""precursor"": ""Ni"", ""name"": ""nickel shot/powder"", ""mass_g"": 9.5, ""safety"": ""DANGEROUS"", ""supplier"": ""IARC Group 1, N95""}, {""element"": ""Sn"", ""precursor"": ""Sn"", ""name"": ""tin ingot"", ""mass_g"": 115.0, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",5.28,MEDIUM,"4 elements, 1 rare; template applicable",no precursor data for element Ru,"Er: MODERATE — Sigma; expensive; Ni: DANGEROUS — IARC Group 1, N95",1200,monoclinic,Cm,0.025
Nb4Se6Si2Te2,Nb4Se6Si2Te2,"{""Nb"": 4, ""Se"": 6, ""Si"": 2, ""Te"": 2}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 9.7, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",0.19,MEDIUM,standard template applied,no precursor data for element Nb; no precursor data for element Se; no precursor data for element Te,[],800,triclinic,P1,0.281
C7Ce5W2,C7Ce5W2,,excluded_refractory,"tungsten/molybdenum dominant, beyond workshop",,,,,,,,,,EXCLUDED,,,,,,,
Bi11Er11Tm9Zn1,Bi11Er11Tm9Zn1,"{""Bi"": 11, ""Er"": 11, ""Tm"": 9, ""Zn"": 1}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Bi"", ""precursor"": ""Bi"", ""name"": ""bismuth metal"", ""mass_g"": 80.3, ""safety"": ""SAFE"", ""supplier"": ""low-temp alloy use""}, {""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 64.3, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 53.1, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Zn"", ""precursor"": ""Zn"", ""name"": ""zinc ingot/powder"", ""mass_g"": 2.3, ""safety"": ""MODERATE"", ""supplier"": ""evaporates >907°C""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",8.29,MEDIUM,"4 elements, 2 rare; template applicable",[],Er: MODERATE — Sigma; expensive; Tm: DANGEROUS — expensive; Zn: MODERATE — evaporates >907°C,900,monoclinic,Pm,0.0009
Ga5S1Sb1Zr10,Ga5S1Sb1Zr10,"{""Ga"": 5, ""S"": 1, ""Sb"": 1, ""Zr"": 10}",sulfide_other,general sulfide,,,,200,500,conservative default for unknown family,"[{""element"": ""Ga"", ""precursor"": ""Ga2O3"", ""name"": ""gallium oxide"", ""mass_g"": 66.2, ""safety"": ""DANGEROUS"", ""supplier"": ""COST EXTREME, China export controlled; substitute with TiO2+ZrO2 as nucleant""}, {""element"": ""Sb"", ""precursor"": ""Sb2O3"", ""name"": ""antimony trioxide"", ""mass_g"": 20.6, ""safety"": ""MODERATE"", ""supplier"": ""Kremer""}, {""element"": ""Zr"", ""precursor"": ""ZrO2"", ""name"": ""zirconium dioxide"", ""mass_g"": 174.2, ""safety"": ""SAFE"", ""supplier"": ""Fisher Scientific""}, {""element"": ""S"", ""precursor"": ""S"", ""name"": ""elemental sulfur"", ""mass_g"": 4.5, ""safety"": ""MODERATE"", ""supplier"": ""garden supply (Schwefelblüte) ~€5/kg""}]","{""peak_c"": null, ""why"": ""no template""}",143.49,MEDIUM,"4 elements, 1 rare; template applicable",no precursor data for element S,"Ga2O3: DANGEROUS — COST EXTREME, China export controlled; substitute with TiO2+ZrO2 as nucleant; Sb2O3: MODERATE — Kremer; S: MODERATE — garden supply (Schwefelblüte) ~€5/kg",800,monoclinic,Cm,0.0012
Cu18K1Nd1Si8,Cu18K1Nd1Si8,"{""Cu"": 18, ""K"": 1, ""Nd"": 1, ""Si"": 8}",metal_meltable,Cu-dominant bronze family,generic_copper_alloy,check commercial alloy tables,BORDERLINE: verify against standard alloy spec before casting,500,5000,ABK foundry handles 2-5kg pours; industry higher,"[{""element"": ""Cu"", ""precursor"": ""Cu"", ""name"": ""copper shot/powder"", ""mass_g"": 368.5, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""K"", ""precursor"": ""K2CO3"", ""name"": ""potassium carbonate (NEVER elemental K)"", ""mass_g"": 22.3, ""safety"": ""SAFE"", ""supplier"": ""laborladen; NEVER use K metal (explosive with water)""}, {""element"": ""Nd"", ""precursor"": ""Nd"", ""name"": ""neodymium metal"", ""mass_g"": 46.5, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 72.4, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}]","{""melt_c_range_cu"": [971, 1100], ""melt_c_range_al"": [660, 800], ""pour_c"": ""liquidus + 100°C"", ""why"": ""lost-wax or sand casting""}",15.07,MEDIUM,"4 elements, 1 rare; template applicable",[],Nd: MODERATE — expensive,1100,tetragonal,I422,0.0069
